typeName,meterialTypeName,materialQuantity
"Rapid Torpedo Launcher II Blueprint","Quantum Microprocessor",674
"Rapid Torpedo Launcher II Blueprint",Robotics,691
"Rapid Torpedo Launcher II Blueprint",Morphite,833
"Dread Guristas Rapid Torpedo Launcher Blueprint","Rapid Torpedo Launcher II",1
"Dread Guristas Rapid Torpedo Launcher Blueprint","Compact Conductors",22
"Dread Guristas Rapid Torpedo Launcher Blueprint","Ample Conductors",23
"Dread Guristas Rapid Torpedo Launcher Blueprint","Ample Compounds",24
"Dread Guristas Rapid Torpedo Launcher Blueprint","Compact Compounds",31
"Dread Guristas Rapid Torpedo Launcher Blueprint","Ample Electronics",36
"Dread Guristas Rapid Torpedo Launcher Blueprint","Compact Electronics",45
"ECCM Script Blueprint",Zydrine,2
"ECCM Script Blueprint",Megacyte,2
"ECCM Script Blueprint",Isogen,3
"ECCM Script Blueprint",Nocxium,3
"ECCM Script Blueprint",Pyerite,4
"10000MN Afterburner I Blueprint",Megacyte,1146
"10000MN Afterburner I Blueprint",Zydrine,1748
"10000MN Afterburner I Blueprint",Nocxium,5480
"10000MN Afterburner I Blueprint",Isogen,31628
"10000MN Afterburner I Blueprint",Mexallon,135255
"10000MN Afterburner I Blueprint",Pyerite,430794
"10000MN Afterburner I Blueprint",Tritanium,1313168
"10000MN Y-S8 Compact Afterburner Blueprint","10000MN Afterburner I",1
"10000MN Y-S8 Compact Afterburner Blueprint","Compact Electronics",10
"10000MN Y-S8 Compact Afterburner Blueprint","Compact Compounds",20
"10000MN Y-S8 Compact Afterburner Blueprint","Compact Conductors",30
"10000MN Monopropellant Enduring Afterburner Blueprint","10000MN Afterburner I",1
"10000MN Monopropellant Enduring Afterburner Blueprint","Enduring Electronics",10
"10000MN Monopropellant Enduring Afterburner Blueprint","Enduring Compounds",20
"10000MN Monopropellant Enduring Afterburner Blueprint","Enduring Conductors",30
"10000MN Afterburner II Blueprint","10000MN Afterburner I",1
"10000MN Afterburner II Blueprint","R.A.M.- Armor/Hull Tech",3
"10000MN Afterburner II Blueprint",Morphite,120
"10000MN Afterburner II Blueprint","Graviton Reactor Unit",299
"10000MN Afterburner II Blueprint","Antimatter Reactor Unit",416
"10000MN Afterburner II Blueprint","Plasma Thruster",539
"10000MN Afterburner II Blueprint","Ion Thruster",548
"Domination 10000MN Afterburner Blueprint","10000MN Afterburner II",1
"Domination 10000MN Afterburner Blueprint","Compact Electronics",10
"Domination 10000MN Afterburner Blueprint","Enduring Electronics",10
"Domination 10000MN Afterburner Blueprint","Compact Compounds",20
"Domination 10000MN Afterburner Blueprint","Enduring Compounds",20
"Domination 10000MN Afterburner Blueprint","Compact Conductors",30
"Domination 10000MN Afterburner Blueprint","Enduring Conductors",30
"Shadow Serpentis 10000MN Afterburner Blueprint","10000MN Afterburner II",1
"Shadow Serpentis 10000MN Afterburner Blueprint","Compact Electronics",10
"Shadow Serpentis 10000MN Afterburner Blueprint","Enduring Electronics",10
"Shadow Serpentis 10000MN Afterburner Blueprint","Compact Compounds",20
"Shadow Serpentis 10000MN Afterburner Blueprint","Enduring Compounds",20
"Shadow Serpentis 10000MN Afterburner Blueprint","Compact Conductors",30
"Shadow Serpentis 10000MN Afterburner Blueprint","Enduring Conductors",30
"50000MN Microwarpdrive I Blueprint",Megacyte,2469
"50000MN Microwarpdrive I Blueprint",Zydrine,2739
"50000MN Microwarpdrive I Blueprint",Nocxium,12686
"50000MN Microwarpdrive I Blueprint",Isogen,50538
"50000MN Microwarpdrive I Blueprint",Mexallon,219718
"50000MN Microwarpdrive I Blueprint",Pyerite,640058
"50000MN Microwarpdrive I Blueprint",Tritanium,2350704
"50000MN Y-T8 Compact Microwarpdrive Blueprint","50000MN Microwarpdrive I",1
"50000MN Y-T8 Compact Microwarpdrive Blueprint","Compact Electronics",17
"50000MN Y-T8 Compact Microwarpdrive Blueprint","Compact Compounds",34
"50000MN Y-T8 Compact Microwarpdrive Blueprint","Compact Conductors",52
"50000MN Quad LiF Restrained Microwarpdrive Blueprint","50000MN Microwarpdrive I",1
"50000MN Quad LiF Restrained Microwarpdrive Blueprint","Restrained Electronics",17
"50000MN Quad LiF Restrained Microwarpdrive Blueprint","Restrained Compounds",34
"50000MN Quad LiF Restrained Microwarpdrive Blueprint","Restrained Conductors",52
"Shadow Serpentis 50000MN Microwarpdrive Blueprint","50000MN Microwarpdrive II",1
"Shadow Serpentis 50000MN Microwarpdrive Blueprint","Compact Electronics",17
"Shadow Serpentis 50000MN Microwarpdrive Blueprint","Enduring Electronics",17
"Shadow Serpentis 50000MN Microwarpdrive Blueprint","Restrained Electronics",17
"Shadow Serpentis 50000MN Microwarpdrive Blueprint","Compact Compounds",34
"Shadow Serpentis 50000MN Microwarpdrive Blueprint","Enduring Compounds",34
"Shadow Serpentis 50000MN Microwarpdrive Blueprint","Restrained Compounds",34
"Shadow Serpentis 50000MN Microwarpdrive Blueprint","Compact Conductors",52
"Shadow Serpentis 50000MN Microwarpdrive Blueprint","Enduring Conductors",52
"Shadow Serpentis 50000MN Microwarpdrive Blueprint","Restrained Conductors",52
"50000MN Microwarpdrive II Blueprint","50000MN Microwarpdrive I",1
"50000MN Microwarpdrive II Blueprint","R.A.M.- Armor/Hull Tech",3
"50000MN Microwarpdrive II Blueprint",Morphite,180
"50000MN Microwarpdrive II Blueprint","Plasma Thruster",445
"50000MN Microwarpdrive II Blueprint","Antimatter Reactor Unit",493
"50000MN Microwarpdrive II Blueprint","Graviton Reactor Unit",494
"50000MN Microwarpdrive II Blueprint","Ion Thruster",549
"Domination 50000MN Microwarpdrive Blueprint","50000MN Microwarpdrive II",1
"Domination 50000MN Microwarpdrive Blueprint","Compact Electronics",17
"Domination 50000MN Microwarpdrive Blueprint","Enduring Electronics",17
"Domination 50000MN Microwarpdrive Blueprint","Restrained Electronics",17
"Domination 50000MN Microwarpdrive Blueprint","Compact Compounds",34
"Domination 50000MN Microwarpdrive Blueprint","Enduring Compounds",34
"Domination 50000MN Microwarpdrive Blueprint","Restrained Compounds",34
"Domination 50000MN Microwarpdrive Blueprint","Compact Conductors",52
"Domination 50000MN Microwarpdrive Blueprint","Enduring Conductors",52
"Domination 50000MN Microwarpdrive Blueprint","Restrained Conductors",52
"Scourge Javelin XL Torpedo Blueprint","R.A.M.- Ammunition Tech",1
"Scourge Javelin XL Torpedo Blueprint",Morphite,60
"Scourge Javelin XL Torpedo Blueprint","Graviton Pulse Generator",60
"Scourge Javelin XL Torpedo Blueprint","Phenolic Composites",264
"Scourge Javelin XL Torpedo Blueprint","Rocket Fuel",874
"Scourge Javelin XL Torpedo Blueprint","Scourge XL Torpedo",5000
"Scourge Rage XL Torpedo Blueprint","R.A.M.- Ammunition Tech",1
"Scourge Rage XL Torpedo Blueprint",Morphite,60
"Scourge Rage XL Torpedo Blueprint","Graviton Pulse Generator",60
"Scourge Rage XL Torpedo Blueprint","Phenolic Composites",264
"Scourge Rage XL Torpedo Blueprint","Rocket Fuel",874
"Scourge Rage XL Torpedo Blueprint","Scourge XL Torpedo",5000
"Nova Javelin XL Torpedo Blueprint","R.A.M.- Ammunition Tech",1
"Nova Javelin XL Torpedo Blueprint",Morphite,60
"Nova Javelin XL Torpedo Blueprint","Nuclear Pulse Generator",60
"Nova Javelin XL Torpedo Blueprint","Phenolic Composites",264
"Nova Javelin XL Torpedo Blueprint","Rocket Fuel",874
"Nova Javelin XL Torpedo Blueprint","Nova XL Torpedo",5000
"Nova Rage XL Torpedo Blueprint","R.A.M.- Ammunition Tech",1
"Nova Rage XL Torpedo Blueprint",Morphite,60
"Nova Rage XL Torpedo Blueprint","Nuclear Pulse Generator",60
"Nova Rage XL Torpedo Blueprint","Phenolic Composites",264
"Nova Rage XL Torpedo Blueprint","Rocket Fuel",874
"Nova Rage XL Torpedo Blueprint","Nova XL Torpedo",5000
"Mjolnir Javelin XL Torpedo Blueprint","R.A.M.- Ammunition Tech",1
"Mjolnir Javelin XL Torpedo Blueprint",Morphite,60
"Mjolnir Javelin XL Torpedo Blueprint","EM Pulse Generator",60
"Mjolnir Javelin XL Torpedo Blueprint","Phenolic Composites",264
"Mjolnir Javelin XL Torpedo Blueprint","Rocket Fuel",874
"Mjolnir Javelin XL Torpedo Blueprint","Mjolnir XL Torpedo",5000
"Mjolnir Rage XL Torpedo Blueprint","R.A.M.- Ammunition Tech",1
"Mjolnir Rage XL Torpedo Blueprint",Morphite,60
"Mjolnir Rage XL Torpedo Blueprint","EM Pulse Generator",60
"Mjolnir Rage XL Torpedo Blueprint","Phenolic Composites",264
"Mjolnir Rage XL Torpedo Blueprint","Rocket Fuel",874
"Mjolnir Rage XL Torpedo Blueprint","Mjolnir XL Torpedo",5000
"Inferno Javelin XL Torpedo Blueprint","R.A.M.- Ammunition Tech",1
"Inferno Javelin XL Torpedo Blueprint",Morphite,60
"Inferno Javelin XL Torpedo Blueprint","Plasma Pulse Generator",60
"Inferno Javelin XL Torpedo Blueprint","Phenolic Composites",264
"Inferno Javelin XL Torpedo Blueprint","Rocket Fuel",874
"Inferno Javelin XL Torpedo Blueprint","Inferno XL Torpedo",5000
"Inferno Rage XL Torpedo Blueprint","R.A.M.- Ammunition Tech",1
"Inferno Rage XL Torpedo Blueprint",Morphite,60
"Inferno Rage XL Torpedo Blueprint","Plasma Pulse Generator",60
"Inferno Rage XL Torpedo Blueprint","Phenolic Composites",264
"Inferno Rage XL Torpedo Blueprint","Rocket Fuel",874
"Inferno Rage XL Torpedo Blueprint","Inferno XL Torpedo",5000
"Inferno Precision XL Cruise Missile Blueprint","R.A.M.- Ammunition Tech",1
"Inferno Precision XL Cruise Missile Blueprint","Plasma Pulse Generator",28
"Inferno Precision XL Cruise Missile Blueprint",Morphite,30
"Inferno Precision XL Cruise Missile Blueprint","Phenolic Composites",120
"Inferno Precision XL Cruise Missile Blueprint","Rocket Fuel",260
"Inferno Precision XL Cruise Missile Blueprint","Inferno XL Cruise Missile",5000
"Inferno Fury XL Cruise Missile Blueprint","R.A.M.- Ammunition Tech",1
"Inferno Fury XL Cruise Missile Blueprint","Plasma Pulse Generator",28
"Inferno Fury XL Cruise Missile Blueprint",Morphite,30
"Inferno Fury XL Cruise Missile Blueprint","Phenolic Composites",120
"Inferno Fury XL Cruise Missile Blueprint","Rocket Fuel",260
"Inferno Fury XL Cruise Missile Blueprint","Inferno XL Cruise Missile",5000
"Scourge Precision XL Cruise Missile Blueprint","R.A.M.- Ammunition Tech",1
"Scourge Precision XL Cruise Missile Blueprint","Graviton Pulse Generator",28
"Scourge Precision XL Cruise Missile Blueprint",Morphite,30
"Scourge Precision XL Cruise Missile Blueprint","Phenolic Composites",120
"Scourge Precision XL Cruise Missile Blueprint","Rocket Fuel",260
"Scourge Precision XL Cruise Missile Blueprint","Scourge XL Cruise Missile",5000
"Scourge Fury XL Cruise Missile Blueprint","R.A.M.- Ammunition Tech",1
"Scourge Fury XL Cruise Missile Blueprint","Graviton Pulse Generator",28
"Scourge Fury XL Cruise Missile Blueprint",Morphite,30
"Scourge Fury XL Cruise Missile Blueprint","Phenolic Composites",120
"Scourge Fury XL Cruise Missile Blueprint","Rocket Fuel",260
"Scourge Fury XL Cruise Missile Blueprint","Scourge XL Cruise Missile",5000
"Nova Fury XL Cruise Missile Blueprint","R.A.M.- Ammunition Tech",1
"Nova Fury XL Cruise Missile Blueprint","Nuclear Pulse Generator",28
"Nova Fury XL Cruise Missile Blueprint",Morphite,30
"Nova Fury XL Cruise Missile Blueprint","Phenolic Composites",120
"Nova Fury XL Cruise Missile Blueprint","Rocket Fuel",260
"Nova Fury XL Cruise Missile Blueprint","Nova XL Cruise Missile",5000
"Nova Precision XL Cruise Missile Blueprint","R.A.M.- Ammunition Tech",1
"Nova Precision XL Cruise Missile Blueprint","Nuclear Pulse Generator",28
"Nova Precision XL Cruise Missile Blueprint",Morphite,30
"Nova Precision XL Cruise Missile Blueprint","Phenolic Composites",120
"Nova Precision XL Cruise Missile Blueprint","Rocket Fuel",260
"Nova Precision XL Cruise Missile Blueprint","Nova XL Cruise Missile",5000
"Mjolnir Precision XL Cruise Missile Blueprint","R.A.M.- Ammunition Tech",1
"Mjolnir Precision XL Cruise Missile Blueprint","EM Pulse Generator",28
"Mjolnir Precision XL Cruise Missile Blueprint",Morphite,30
"Mjolnir Precision XL Cruise Missile Blueprint","Phenolic Composites",120
"Mjolnir Precision XL Cruise Missile Blueprint","Rocket Fuel",260
"Mjolnir Precision XL Cruise Missile Blueprint","Mjolnir XL Cruise Missile",5000
"Mjolnir Fury XL Cruise Missile Blueprint","R.A.M.- Ammunition Tech",1
"Mjolnir Fury XL Cruise Missile Blueprint","EM Pulse Generator",28
"Mjolnir Fury XL Cruise Missile Blueprint",Morphite,30
"Mjolnir Fury XL Cruise Missile Blueprint","Phenolic Composites",120
"Mjolnir Fury XL Cruise Missile Blueprint","Rocket Fuel",260
"Mjolnir Fury XL Cruise Missile Blueprint","Mjolnir XL Cruise Missile",5000
"50000MN Cold-Gas Enduring Microwarpdrive Blueprint","50000MN Microwarpdrive I",1
"50000MN Cold-Gas Enduring Microwarpdrive Blueprint","Enduring Electronics",17
"50000MN Cold-Gas Enduring Microwarpdrive Blueprint","Enduring Compounds",34
"50000MN Cold-Gas Enduring Microwarpdrive Blueprint","Enduring Conductors",52
"Hail XL Blueprint","R.A.M.- Ammunition Tech",1
"Hail XL Blueprint",Morphite,30
"Hail XL Blueprint",Fullerides,2400
"Hail XL Blueprint","Depleted Uranium XL",5000
"Hail XL Blueprint","Fernite Carbide",6000
"Barrage XL Blueprint","R.A.M.- Ammunition Tech",1
"Barrage XL Blueprint",Morphite,30
"Barrage XL Blueprint",Fullerides,2400
"Barrage XL Blueprint","Nuclear XL",5000
"Barrage XL Blueprint","Fernite Carbide",6000
"Tremor XL Blueprint","R.A.M.- Ammunition Tech",1
"Tremor XL Blueprint",Morphite,60
"Tremor XL Blueprint",Fullerides,3000
"Tremor XL Blueprint","Carbonized Lead XL",5000
"Tremor XL Blueprint","Fernite Carbide",12000
"Quake XL Blueprint","R.A.M.- Ammunition Tech",1
"Quake XL Blueprint",Morphite,60
"Quake XL Blueprint",Fullerides,3000
"Quake XL Blueprint","Titanium Sabot XL",5000
"Quake XL Blueprint","Fernite Carbide",12000
"Void XL Blueprint","R.A.M.- Ammunition Tech",1
"Void XL Blueprint",Morphite,15
"Void XL Blueprint","Crystalline Carbonide",1200
"Void XL Blueprint",Fullerides,1200
"Void XL Blueprint","Antimatter Charge XL",5000
"Null XL Blueprint","R.A.M.- Ammunition Tech",1
"Null XL Blueprint",Morphite,30
"Null XL Blueprint","Crystalline Carbonide",1200
"Null XL Blueprint",Fullerides,1200
"Null XL Blueprint","Thorium Charge XL",5000
"Javelin XL Blueprint","R.A.M.- Ammunition Tech",1
"Javelin XL Blueprint",Morphite,30
"Javelin XL Blueprint",Fullerides,1500
"Javelin XL Blueprint","Titanium Carbide",3000
"Javelin XL Blueprint","Iridium Charge XL",5000
"Spike XL Blueprint","R.A.M.- Ammunition Tech",1
"Spike XL Blueprint",Morphite,30
"Spike XL Blueprint",Fullerides,1500
"Spike XL Blueprint","Titanium Carbide",3000
"Spike XL Blueprint","Plutonium Charge XL",5000
"Scorch XL Blueprint","R.A.M.- Ammunition Tech",1
"Scorch XL Blueprint","Ultraviolet XL",4
"Scorch XL Blueprint",Morphite,30
"Scorch XL Blueprint",Fullerides,900
"Scorch XL Blueprint","Tungsten Carbide",2160
"Conflagration XL Blueprint","R.A.M.- Ammunition Tech",1
"Conflagration XL Blueprint","Xray XL",4
"Conflagration XL Blueprint",Morphite,30
"Conflagration XL Blueprint",Fullerides,900
"Conflagration XL Blueprint","Tungsten Carbide",2160
"Gleam XL Blueprint","R.A.M.- Ammunition Tech",1
"Gleam XL Blueprint","Multifrequency XL",4
"Gleam XL Blueprint",Morphite,30
"Gleam XL Blueprint",Fullerides,900
"Gleam XL Blueprint","Tungsten Carbide",5220
"Aurora XL Blueprint","R.A.M.- Ammunition Tech",1
"Aurora XL Blueprint","Radio XL",4
"Aurora XL Blueprint",Morphite,30
"Aurora XL Blueprint",Fullerides,900
"Aurora XL Blueprint","Tungsten Carbide",5220
"Cyclops II Blueprint","Cyclops I",1
"Cyclops II Blueprint","R.A.M.- Starship Tech",3
"Cyclops II Blueprint","Magnetometric Sensor Cluster",18
"Cyclops II Blueprint",Morphite,24
"Cyclops II Blueprint","Ion Thruster",42
"Cyclops II Blueprint","Fusion Reactor Unit",48
"Cyclops II Blueprint","Crystalline Carbonide Armor Plate",72
"Cyclops II Blueprint","Particle Accelerator Unit",84
"Malleus II Blueprint","Malleus I",1
"Malleus II Blueprint","R.A.M.- Starship Tech",3
"Malleus II Blueprint","Radar Sensor Cluster",18
"Malleus II Blueprint",Morphite,24
"Malleus II Blueprint","Fusion Thruster",42
"Malleus II Blueprint","Antimatter Reactor Unit",48
"Malleus II Blueprint","Tungsten Carbide Armor Plate",72
"Malleus II Blueprint","Laser Focusing Crystals",84
"Mantis II Blueprint","Mantis I",1
"Mantis II Blueprint","R.A.M.- Starship Tech",3
"Mantis II Blueprint","Gravimetric Sensor Cluster",18
"Mantis II Blueprint",Morphite,24
"Mantis II Blueprint","Magpulse Thruster",42
"Mantis II Blueprint","Graviton Reactor Unit",48
"Mantis II Blueprint","Titanium Diborite Armor Plate",72
"Mantis II Blueprint","Superconductor Rails",84
"Tyrfing II Blueprint","Tyrfing I",1
"Tyrfing II Blueprint","R.A.M.- Starship Tech",3
"Tyrfing II Blueprint","Ladar Sensor Cluster",18
"Tyrfing II Blueprint",Morphite,24
"Tyrfing II Blueprint","Plasma Thruster",42
"Tyrfing II Blueprint","Nuclear Reactor Unit",48
"Tyrfing II Blueprint","Fernite Carbide Composite Armor Plate",72
"Tyrfing II Blueprint","Thermonuclear Trigger Unit",84
"Ametat I Blueprint",Zydrine,1000
"Ametat I Blueprint",Megacyte,1250
"Ametat I Blueprint",Nocxium,2200
"Ametat I Blueprint",Isogen,15000
"Ametat I Blueprint",Mexallon,50000
"Ametat I Blueprint",Pyerite,110000
"Ametat I Blueprint",Tritanium,515000
"Ametat II Blueprint","Ametat I",1
"Ametat II Blueprint","R.A.M.- Starship Tech",3
"Ametat II Blueprint","Radar Sensor Cluster",18
"Ametat II Blueprint",Morphite,24
"Ametat II Blueprint","Guidance Systems",28
"Ametat II Blueprint","Fusion Thruster",42
"Ametat II Blueprint","Antimatter Reactor Unit",48
"Ametat II Blueprint","Tungsten Carbide Armor Plate",72
"Termite I Blueprint",Zydrine,1000
"Termite I Blueprint",Megacyte,1250
"Termite I Blueprint",Nocxium,2200
"Termite I Blueprint",Isogen,15000
"Termite I Blueprint",Mexallon,50000
"Termite I Blueprint",Pyerite,110000
"Termite I Blueprint",Tritanium,515000
"Termite II Blueprint","Termite I",1
"Termite II Blueprint","R.A.M.- Starship Tech",3
"Termite II Blueprint","Gravimetric Sensor Cluster",18
"Termite II Blueprint",Morphite,24
"Termite II Blueprint","Guidance Systems",28
"Termite II Blueprint","Magpulse Thruster",42
"Termite II Blueprint","Graviton Reactor Unit",48
"Termite II Blueprint","Titanium Diborite Armor Plate",72
"Antaeus I Blueprint",Zydrine,1000
"Antaeus I Blueprint",Megacyte,1250
"Antaeus I Blueprint",Nocxium,2200
"Antaeus I Blueprint",Isogen,15000
"Antaeus I Blueprint",Mexallon,50000
